tstp,temperature(℃)
2018/2/23,19.7
2018/2/23,19.4
2018/2/23,18.4
2018/2/23,17.6
2018/2/23,17.2
2018/2/23,16.9
2018/2/23,16.6
2018/2/23,16.3
2018/2/23,16.2
2018/2/23,16.1
2018/2/24,16
2018/2/24,16.1
2018/2/24,16.4
2018/2/24,16.4
2018/2/24,16.2
2018/2/24,16.5
2018/2/24,16.2
2018/2/24,16.3
2018/2/24,17.1
2018/2/24,17.1
2018/2/24,16.7
2018/2/24,18
2018/2/24,19.1
2018/2/24,22
2018/2/24,20.4
2018/2/24,20.2
2018/2/24,19
2018/2/24,19.1
2018/2/24,18.7
2018/2/24,17.9
2018/2/24,17.6
2018/2/24,17.5
2018/2/24,17.2
2018/2/24,17.1
2018/2/25,16.6
2018/2/25,16.5
2018/2/25,16.7
2018/2/25,17.8
2018/2/25,17.1
2018/2/25,17.3
2018/2/25,17.4
2018/2/25,16.9
2018/2/25,17
2018/2/25,17.3
2018/2/25,18.5
2018/2/25,18.5
2018/2/25,17.7
2018/2/25,16.9
2018/2/25,16.9
2018/2/25,16.2
2018/2/25,15.8
2018/2/25,15.8
2018/2/25,15.4
2018/2/25,15
2018/2/25,14.8
2018/2/25,15
2018/2/25,14.8
2018/2/25,14.7
2018/2/26,14.4
2018/2/26,14.5
2018/2/26,14.4
2018/2/26,14.3
2018/2/26,14.2
2018/2/26,14.1
2018/2/26,14.1
2018/2/26,14.7
2018/2/26,15.7
2018/2/26,16.7
2018/2/26,18.3
2018/2/26,19.3
2018/2/26,19.6
2018/2/26,19.8
2018/2/26,19.5
2018/2/26,19.2
2018/2/26,18.7
2018/2/26,17.8
2018/2/26,17.3
2018/2/26,16.8
2018/2/26,16.2
2018/2/26,15.8
2018/2/26,15.4
2018/2/26,15.1
2018/2/27,15.3
2018/2/27,15.4
2018/2/27,15.8
2018/2/27,15.9
2018/2/27,16.2
2018/2/27,15.9
2018/2/27,16.2
2018/2/27,16.6
2018/2/27,17.1
2018/2/27,17.3
2018/2/27,17.6
2018/2/27,17.7
2018/2/27,17.8
2018/2/27,17.6
2018/2/27,17.3
2018/2/27,18.1
2018/2/27,17.8
2018/2/27,17.3
2018/2/27,17.1
2018/2/27,16.9
2018/2/27,16.9
2018/2/27,17
2018/2/27,17
2018/2/27,16.8
2018/2/28,16.7
2018/2/28,16.8
2018/2/28,17.2
2018/2/28,17.4
2018/2/28,17.4
2018/2/28,17.3
2018/2/28,17.5
2018/2/28,18.1
2018/2/28,18.8
2018/2/28,20.7
2018/2/28,22.8
2018/2/28,22.7
2018/2/28,20.9
2018/2/28,20.4
2018/2/28,20.4
2018/2/28,20.4
2018/2/28,20.9
2018/2/28,21.3
2018/2/28,21.4
2018/2/28,22
2018/2/28,21
2018/2/28,20.4
2018/2/28,20.4
2018/2/28,20.1
2018/3/1,20.4
2018/3/1,20.3
2018/3/1,20.2
2018/3/1,19.6
2018/3/1,19.1
2018/3/1,18.3
2018/3/1,17.8
2018/3/1,18.6
2018/3/1,20
2018/3/1,21.8
2018/3/1,23
2018/3/1,23.4
2018/3/1,22.8
2018/3/1,22.5
2018/3/1,21.8
2018/3/1,21.8
2018/3/1,21.5
2018/3/1,20.8
2018/3/1,20.4
2018/3/1,20.4
2018/3/1,20.4
2018/3/1,20.2
2018/3/1,20.1
2018/3/1,20.3
2018/3/2,20.4
2018/3/2,20.3
2018/3/2,20.4
2018/3/2,20.3
2018/3/2,20.4
2018/3/2,20.6
2018/3/2,20.8
2018/3/2,20.7
2018/3/2,20.3
2018/3/2,20.6
2018/3/2,22.4
2018/3/2,22.4
2018/3/2,22.1
2018/3/2,21.7
2018/3/2,22.1
2018/3/2,21.1
2018/3/2,20.6
2018/3/2,20.1
2018/3/2,19.9
2018/3/2,20
2018/3/2,19.9
2018/3/2,19.8
2018/3/2,19.9
2018/3/2,19.9
2018/3/3,19.6
2018/3/3,19.7
2018/3/3,19.6
2018/3/3,19.7
2018/3/3,19.9
2018/3/3,20
2018/3/3,20.1
2018/3/3,20.4
2018/3/3,21.3
2018/3/3,22.4
2018/3/3,23.1
2018/3/3,24.7
2018/3/3,26.9
2018/3/3,28.2
2018/3/3,28.5
2018/3/3,27.8
2018/3/3,25.7
2018/3/3,24.8
2018/3/3,24.7
2018/3/3,24.2
2018/3/3,23.6
2018/3/3,23.6
2018/3/3,23.4
2018/3/3,23.2
2018/3/4,23.3
2018/3/4,24.1
2018/3/4,23.5
2018/3/4,22.9
2018/3/4,22.8
2018/3/4,22.8
2018/3/4,22.9
2018/3/4,23.4
2018/3/4,24.4
2018/3/4,25.4
2018/3/4,25.8
2018/3/4,25.9
2018/3/4,26.4
2018/3/4,26.1
2018/3/4,26.3
2018/3/4,25.5
2018/3/4,25.6
2018/3/4,25.6
2018/3/4,25.5
2018/3/4,25.4
2018/3/4,25.4
2018/3/4,25.5
2018/3/4,25.3
2018/3/4,25.1
2018/3/5,25.5
2018/3/5,25.3
2018/3/5,24.9
2018/3/5,24.4
2018/3/5,24.5
2018/3/5,25.2
2018/3/5,25.5
2018/3/5,25.8
2018/3/5,26.2
2018/3/5,26.8
2018/3/5,27.5
2018/3/5,27.2
2018/3/5,28.6
2018/3/5,28.2
2018/3/5,27.7
2018/3/5,27.4
2018/3/5,27.4
2018/3/5,27.7
2018/3/5,24.4
2018/3/5,21.6
2018/3/5,20.4
2018/3/5,18.7
2018/3/5,17.8
2018/3/5,17
2018/3/6,16.8
2018/3/6,16.6
2018/3/6,16.3
2018/3/6,16.1
2018/3/6,16
2018/3/6,15.9
2018/3/6,15.8
2018/3/6,16.4
2018/3/6,17.4
2018/3/6,18.4
2018/3/6,19.9
2018/3/6,19.9
2018/3/6,19.9
2018/3/6,19.7
2018/3/6,19.4
2018/3/6,19.4
2018/3/6,19
2018/3/6,18.6
2018/3/6,18.5
2018/3/6,18.2
2018/3/6,17.7
2018/3/6,17.7
2018/3/6,17.4
2018/3/6,17.3
2018/3/7,17.2
2018/3/7,17.2
2018/3/7,17.1
2018/3/7,17
2018/3/7,17.1
2018/3/7,17.2
2018/3/7,17.2
2018/3/7,17.7
2018/3/7,18.3
2018/3/7,19
2018/3/7,20
2018/3/7,22.2
2018/3/7,22.5
2018/3/7,22.3
2018/3/7,22.1
2018/3/7,20.3
2018/3/7,18.5
2018/3/7,17.5
2018/3/7,17.2
2018/3/7,17.3
2018/3/7,17.5
2018/3/7,17.5
2018/3/7,17
2018/3/7,16.9
2018/3/8,16.7
2018/3/8,16.7
2018/3/8,17.4
2018/3/8,17.7
2018/3/8,17.5
2018/3/8,16.6
2018/3/8,15.1
2018/3/8,14.7
2018/3/8,14.6
2018/3/8,14.6
2018/3/8,13.9
2018/3/8,13.4
2018/3/8,13.2
2018/3/8,13.2
2018/3/8,12.9
2018/3/8,12.4
2018/3/8,11.8
2018/3/8,11.3
2018/3/8,11.2
2018/3/8,10.9
2018/3/8,11.1
2018/3/8,10.8
2018/3/8,10.5
2018/3/8,10.8
2018/3/9,11.1
2018/3/9,11.1
2018/3/9,11.1
2018/3/9,10.9
2018/3/9,10.7
2018/3/9,10.6
2018/3/9,10.6
2018/3/9,11.3
2018/3/9,12.7
2018/3/9,14.2
2018/3/9,15.7
2018/3/9,16.6
2018/3/9,16.5
2018/3/9,15.8
2018/3/9,15.3
2018/3/9,15
2018/3/9,14.2
2018/3/9,14.1
2018/3/9,13.5
2018/3/9,12.9
2018/3/9,12.5
2018/3/9,12.2
2018/3/9,12
2018/3/9,11.8
2018/3/10,11.6
2018/3/10,11.4
2018/3/10,11
2018/3/10,10.9
2018/3/10,11.2
2018/3/10,11.1
2018/3/10,10.9
2018/3/10,12.1
2018/3/10,14
2018/3/10,15.9
2018/3/10,17.7
2018/3/10,19.4
2018/3/10,20.2
2018/3/10,20.3
2018/3/10,20.3
2018/3/10,19.8
2018/3/10,19.2
2018/3/10,18.1
2018/3/10,16.8
2018/3/10,15.9
2018/3/10,15.4
2018/3/10,14.9
2018/3/10,14.3
2018/3/10,13.6
2018/3/11,13.3
2018/3/11,12.9
2018/3/11,12.7
2018/3/11,12.6
2018/3/11,12.7
2018/3/11,12.6
2018/3/11,12.5
2018/3/11,13.6
2018/3/11,15.9
2018/3/11,18.2
2018/3/11,20
2018/3/11,21
2018/3/11,21.4
2018/3/11,21.4
2018/3/11,21.6
2018/3/11,21
2018/3/11,19.8
2018/3/11,18.9
2018/3/11,18.2
2018/3/11,17.8
2018/3/11,17.4
2018/3/11,16.9
2018/3/11,16.4
2018/3/11,16.3
2018/3/12,16.3
2018/3/12,15.7
2018/3/12,15.5
2018/3/12,15.4
2018/3/12,15.2
2018/3/12,15.1
2018/3/12,15.5
2018/3/12,16.6
2018/3/12,18.2
2018/3/12,19.4
2018/3/12,20.8
2018/3/12,21.3
2018/3/12,21.6
2018/3/12,21.3
2018/3/12,21.4
2018/3/12,20.9
2018/3/12,20.2
2018/3/12,19.5
2018/3/12,18.9
2018/3/12,18.3
2018/3/12,18.1
2018/3/12,17.8
2018/3/12,17.6
2018/3/12,17.3
2018/3/13,17
2018/3/13,16.7
2018/3/13,16.5
2018/3/13,16.2
2018/3/13,16.5
2018/3/13,16.8
2018/3/13,16.5
2018/3/13,16.9
2018/3/13,18.4
2018/3/13,19.9
2018/3/13,21.5
2018/3/13,22.2
2018/3/13,22.9
2018/3/13,22.6
2018/3/13,22.2
2018/3/13,21.9
2018/3/13,21
2018/3/13,20.3
2018/3/13,19.5
2018/3/13,19.1
2018/3/13,19
2018/3/13,19.1
2018/3/13,19.2
2018/3/13,18.9
2018/3/14,19
2018/3/14,18.8
2018/3/14,18.7
2018/3/14,18.4
2018/3/14,18.8
2018/3/14,19.2
2018/3/14,19.4
2018/3/14,20.1
2018/3/14,20.8
2018/3/14,22.3
2018/3/14,22.9
2018/3/14,23.1
2018/3/14,23.2
2018/3/14,23.4
2018/3/14,23.3
2018/3/14,22.6
2018/3/14,22.4
2018/3/14,22.1
2018/3/14,21.7
2018/3/14,22.2
2018/3/14,21.8
2018/3/14,21.3
2018/3/14,21.2
2018/3/14,20.9
2018/3/15,20.6
2018/3/15,20.4
2018/3/15,20.1
2018/3/15,19.8
2018/3/15,19.7
2018/3/15,19.9
2018/3/15,19.5
2018/3/15,20.8
2018/3/15,22.2
2018/3/15,23.6
2018/3/15,24.3
2018/3/15,24.3
2018/3/15,24.3
2018/3/15,25.3
2018/3/15,25.2
2018/3/15,24.9
2018/3/15,20.8
2018/3/15,19.2
2018/3/15,18.9
2018/3/15,18.7
2018/3/15,19.8
2018/3/15,20.6
2018/3/15,20.4
2018/3/15,20.7
2018/3/16,20.6
2018/3/16,21
2018/3/16,21.6
2018/3/16,22
2018/3/16,21.4
2018/3/16,20.5
2018/3/16,20.8
2018/3/16,21.2
2018/3/16,21.7
2018/3/16,22.9
2018/3/16,23.6
2018/3/16,24.7
2018/3/16,24.8
2018/3/16,24.7
2018/3/16,23
2018/3/16,23
2018/3/16,23
2018/3/16,21.7
2018/3/16,20.4
2018/3/16,19.6
2018/3/16,18.9
2018/3/16,18.6
2018/3/16,18.3
2018/3/16,18.1
2018/3/17,17.9
2018/3/17,17.7
2018/3/17,17.4
2018/3/17,17.5
2018/3/17,17.6
2018/3/17,17.6
2018/3/17,17.7
2018/3/17,18.3
2018/3/17,19
2018/3/17,20.4
2018/3/17,21.9
2018/3/17,22.8
2018/3/17,22.9
2018/3/17,22.9
2018/3/17,22.9
2018/3/17,22.5
2018/3/17,21.6
2018/3/17,20.8
2018/3/17,20.2
2018/3/17,19.7
2018/3/17,19.5
2018/3/17,19.4
2018/3/17,19.2
2018/3/17,19.1
2018/3/18,19.1
2018/3/18,19.4
2018/3/18,19.2
2018/3/18,19.1
2018/3/18,18.9
2018/3/18,18.8
2018/3/18,19
2018/3/18,20
2018/3/18,21.5
2018/3/18,22.8
2018/3/18,24.1
2018/3/18,23.8
2018/3/18,23.4
2018/3/18,22.1
2018/3/18,22
2018/3/18,21.4
2018/3/18,21.3
2018/3/18,21.1
2018/3/18,20.7
2018/3/18,21.3
2018/3/18,21.1
2018/3/18,20.8
2018/3/18,20.9
2018/3/18,20.9
2018/3/19,20.9
2018/3/19,20.4
2018/3/19,20.2
2018/3/19,19.9
2018/3/19,20.2
2018/3/19,20
2018/3/19,20.1
2018/3/19,21.6
2018/3/19,23.1
2018/3/19,24.2
2018/3/19,25.9
2018/3/19,26.8
2018/3/19,26.5
2018/3/19,26.5
2018/3/19,26.7
2018/3/19,26.4
2018/3/19,25.3
2018/3/19,25.1
2018/3/19,24.5
2018/3/19,23.7
2018/3/19,23.5
2018/3/19,23.5
2018/3/19,23.7
2018/3/19,23.9
2018/3/20,23.8
2018/3/20,23.2
2018/3/20,22.7
2018/3/20,22.6
2018/3/20,22.6
2018/3/20,22.4
2018/3/20,22.5
2018/3/20,22.6
2018/3/20,22.9
2018/3/20,20.8
2018/3/20,19.1
2018/3/20,19.9
2018/3/20,21
2018/3/20,22.5
2018/3/20,21.8
2018/3/20,20
2018/3/20,19.3
2018/3/20,19.1
2018/3/20,19.1
2018/3/20,18.5
2018/3/20,17.5
2018/3/20,16.8
2018/3/20,16.5
2018/3/20,16.3
2018/3/21,16.1
2018/3/21,16
2018/3/21,16.2
2018/3/21,16.3
2018/3/21,16.1
2018/3/21,15.6
2018/3/21,15.2
2018/3/21,15.6
2018/3/21,16.2
2018/3/21,16.9
2018/3/21,16.8
2018/3/21,16.6
2018/3/21,17.2
2018/3/21,18.2
2018/3/21,18.3
2018/3/21,18.3
2018/3/21,17.2
2018/3/21,15.7
2018/3/21,14.6
2018/3/21,14.2
2018/3/21,13.6
2018/3/21,13.2
2018/3/21,13
2018/3/21,13
2018/3/22,12.9
2018/3/22,12.8
2018/3/22,12.9
2018/3/22,13.5
2018/3/22,13.3
2018/3/22,13.2
2018/3/22,13
2018/3/22,13.4
2018/3/22,14.8
2018/3/22,16
2018/3/22,17.9
2018/3/22,19
2018/3/22,20.1
2018/3/22,20.2
2018/3/22,19.3
2018/3/22,18.7
2018/3/22,18.3
2018/3/22,17.6
2018/3/22,16.6
2018/3/22,15.9
2018/3/22,15.5
2018/3/22,15.7
2018/3/22,14.9
2018/3/22,14.3
2018/3/23,14
2018/3/23,14.4
2018/3/23,14.7
2018/3/23,14.3
2018/3/23,13.6
2018/3/23,14
2018/3/23,15.1
2018/3/23,16.5
2018/3/23,19.2
2018/3/23,20.7
2018/3/23,22.3
2018/3/23,23
2018/3/23,23.2
2018/3/23,23.2
2018/3/23,23.1
2018/3/23,22.9
2018/3/23,22.6
2018/3/23,21.9
2018/3/23,20.6
2018/3/23,19.7
2018/3/23,19
2018/3/23,18.1
2018/3/23,17.6
2018/3/23,18
2018/3/24,17.1
2018/3/24,16.8
2018/3/24,16.7
2018/3/24,16.4
2018/3/24,16.2
2018/3/24,16
2018/3/24,16.3
2018/3/24,18.1
2018/3/24,20.5
2018/3/24,22
2018/3/24,23.7
2018/3/24,23.8
2018/3/24,23.7
2018/3/24,23.6
2018/3/24,23.4
2018/3/24,22.8
2018/3/24,22.2
2018/3/24,21.4
2018/3/24,20.8
2018/3/24,20.5
2018/3/24,20.3
2018/3/24,20.2
2018/3/24,19.9
2018/3/24,19.6
2018/3/25,19.2
2018/3/25,19.1
2018/3/25,18.6
2018/3/25,18.7
2018/3/25,18.5
2018/3/25,18.6
2018/3/25,18.8
2018/3/25,19.9
2018/3/25,21.4
2018/3/25,22.8
2018/3/25,23.7
2018/3/25,24.3
2018/3/25,24.9
2018/3/25,25.3
2018/3/25,25.2
2018/3/25,23.8
2018/3/25,22.8
2018/3/25,22.4
2018/3/25,22.3
2018/3/25,22
2018/3/25,21.4
2018/3/25,21.4
2018/3/25,21.3
2018/3/25,20.8
2018/3/26,20.1
2018/3/26,19.8
2018/3/26,19.4
2018/3/26,19.2
2018/3/26,18.7
2018/3/26,18.7
2018/3/26,19.2
2018/3/26,20.3
2018/3/26,22
2018/3/26,22.9
2018/3/26,23.4
2018/3/26,24.1
2018/3/26,23
2018/3/26,22.8
2018/3/26,22.8
2018/3/26,22.2
2018/3/26,22.1
2018/3/26,21.3
2018/3/26,20.9
2018/3/26,20.5
2018/3/26,20.3
2018/3/26,20.2
2018/3/26,19.9
2018/3/26,19.7
2018/3/27,19.6
2018/3/27,19.2
2018/3/27,18.9
2018/3/27,18.7
2018/3/27,18.8
2018/3/27,18.8
2018/3/27,18.6
2018/3/27,19.9
2018/3/27,21.5
2018/3/27,22.7
2018/3/27,23.3
2018/3/27,23.7
2018/3/27,23.4
2018/3/27,23.6
2018/3/27,23.1
2018/3/27,22.2
2018/3/27,22.1
2018/3/27,21.8
2018/3/27,21
2018/3/27,20.6
2018/3/27,20.1
2018/3/27,19.7
2018/3/27,19.4
2018/3/27,19.2
2018/3/28,18.9
2018/3/28,18.6
2018/3/28,18.3
2018/3/28,18
2018/3/28,17.9
2018/3/28,18
2018/3/28,18.7
2018/3/28,20.4
2018/3/28,22.3
2018/3/28,23.1
2018/3/28,23.2
2018/3/28,23.6
2018/3/28,23.9
2018/3/28,24.4
2018/3/28,24.2
2018/3/28,24
2018/3/28,23.5
2018/3/28,22.9
2018/3/28,22.3
2018/3/28,21.7
2018/3/28,21.4
2018/3/28,21
2018/3/28,20.9
2018/3/28,20.7
2018/3/29,20.6
2018/3/29,20.7
2018/3/29,20.9
2018/3/29,20.5
2018/3/29,20.4
2018/3/29,20.7
2018/3/29,20.7
2018/3/29,21.2
2018/3/29,22
2018/3/29,22.9
2018/3/29,23.3
2018/3/29,23.9
2018/3/29,24.9
2018/3/29,24.9
2018/3/29,25.1
2018/3/29,24.9
2018/3/29,24.3
2018/3/29,23.6
2018/3/29,23.2
2018/3/29,23
2018/3/29,22.9
2018/3/29,22.7
2018/3/29,22.4
2018/3/29,22.2
2018/3/30,22
2018/3/30,21.8
2018/3/30,21.5
2018/3/30,21.3
2018/3/30,21.1
2018/3/30,20.9
2018/3/30,20.9
2018/3/30,22.1
2018/3/30,23.5
2018/3/30,25.1
2018/3/30,26
2018/3/30,26.3
2018/3/30,26.7
2018/3/30,27
2018/3/30,27.9
2018/3/30,27
2018/3/30,26
2018/3/30,25.1
2018/3/30,24.1
2018/3/30,23.4
2018/3/30,23
2018/3/30,22.4
2018/3/30,21.8
2018/3/30,21.4
2018/3/31,20.8
2018/3/31,20.7
2018/3/31,20.7
2018/3/31,20.8
2018/3/31,21.2
2018/3/31,20.9
2018/3/31,21.1
2018/3/31,21.8
2018/3/31,23.1
2018/3/31,24.2
2018/3/31,25.2
2018/3/31,26
2018/3/31,26.8
2018/3/31,27.4
2018/3/31,26.9
2018/3/31,26.4
2018/3/31,25.3
2018/3/31,24.7
2018/3/31,24.5
2018/3/31,24.5
2018/3/31,24.4
2018/3/31,24
2018/3/31,23.8
2018/3/31,23.3
2018/4/1,23.4
2018/4/1,23.3
2018/4/1,23.2
2018/4/1,23
2018/4/1,22.9
2018/4/1,22.6
2018/4/1,22.7
2018/4/1,23.1
2018/4/1,23.6
2018/4/1,24.3
2018/4/1,25.4
2018/4/1,26
2018/4/1,25.6
2018/4/1,25.2
2018/4/1,25.1
2018/4/1,25.1
2018/4/1,24.8
2018/4/1,24.5
2018/4/1,24.2
2018/4/1,24.2
2018/4/1,24.2
2018/4/1,24
2018/4/1,23.7
2018/4/1,23.2
2018/4/2,23.1
2018/4/2,22.7
2018/4/2,22.4
2018/4/2,22.3
2018/4/2,22.3
2018/4/2,22.2
2018/4/2,22.3
2018/4/2,22.8
2018/4/2,23.8
2018/4/2,24.4
2018/4/2,24.5
2018/4/2,25
2018/4/2,25.2
2018/4/2,25.5
2018/4/2,25.5
2018/4/2,25.6
2018/4/2,25.3
2018/4/2,24.7
2018/4/2,24.1
2018/4/2,24
2018/4/2,23.4
2018/4/2,23.3
2018/4/2,23.2
2018/4/2,22.9
2018/4/3,22.7
2018/4/3,22.4
2018/4/3,22.1
2018/4/3,22.2
2018/4/3,22.2
2018/4/3,22.2
2018/4/3,22.6
2018/4/3,23.3
2018/4/3,23.9
2018/4/3,25.1
2018/4/3,25.4
2018/4/3,26.8
2018/4/3,26.3
2018/4/3,26.2
2018/4/3,26
2018/4/3,25.7
2018/4/3,25.5
2018/4/3,24.9
2018/4/3,24.4
2018/4/3,23.9
2018/4/3,23.6
2018/4/3,23.3
2018/4/3,23
2018/4/3,22.9
2018/4/4,23
2018/4/4,22.8
2018/4/4,22.6
2018/4/4,22.3
2018/4/4,21.9
2018/4/4,21.9
2018/4/4,21.9
2018/4/4,23
2018/4/4,24.1
2018/4/4,25.2
2018/4/4,25.7
2018/4/4,26.3
2018/4/4,27
2018/4/4,27.1
2018/4/4,27.3
2018/4/4,27.1
2018/4/4,26.6
2018/4/4,25.8
2018/4/4,25.2
2018/4/4,24.5
2018/4/4,24.1
2018/4/4,23.6
2018/4/4,23.2
2018/4/4,22.9
2018/4/5,22.6
2018/4/5,22.3
2018/4/5,22.4
2018/4/5,22.7
2018/4/5,22.6
2018/4/5,22.6
2018/4/5,22.7
2018/4/5,23.8
2018/4/5,24.7
2018/4/5,25.8
2018/4/5,26.5
2018/4/5,26.9
2018/4/5,27
2018/4/5,26.8
2018/4/5,26.4
2018/4/5,26.2
2018/4/5,26.1
2018/4/5,25.6
2018/4/5,25.3
2018/4/5,25.4
2018/4/5,25.8
2018/4/5,25.7
2018/4/5,25.4
2018/4/5,24.8
2018/4/6,24.4
2018/4/6,24.5
2018/4/6,24.3
2018/4/6,24.3
2018/4/6,24.4
2018/4/6,24.3
2018/4/6,24.4
2018/4/6,25.1
2018/4/6,25.8
2018/4/6,26.8
2018/4/6,27.7
2018/4/6,26.9
2018/4/6,23.2
2018/4/6,22.5
2018/4/6,21.3
2018/4/6,20.4
2018/4/6,19.4
2018/4/6,18.4
2018/4/6,17.6
2018/4/6,17
2018/4/6,16.4
2018/4/6,16.1
2018/4/6,15.8
2018/4/6,15.8
2018/4/7,15.8
2018/4/7,15.8
2018/4/7,15.7
2018/4/7,16.6
2018/4/7,17
2018/4/7,17
2018/4/7,16.8
2018/4/7,16.1
2018/4/7,16
2018/4/7,15.9
2018/4/7,16
2018/4/7,16.2
2018/4/7,16.2
2018/4/7,16.7
2018/4/7,16.7
2018/4/7,16.6
2018/4/7,16.6
2018/4/7,16.3
2018/4/7,15.9
2018/4/7,15.7
2018/4/7,15.6
2018/4/7,15.9
2018/4/7,16.4
2018/4/7,16.4
2018/4/8,16.2
2018/4/8,15.7
2018/4/8,15.2
2018/4/8,14.8
2018/4/8,15
2018/4/8,14.6
2018/4/8,14.1
2018/4/8,16
2018/4/8,18.9
2018/4/8,20.5
2018/4/8,21.9
2018/4/8,22.8
2018/4/8,23.2
2018/4/8,22.9
2018/4/8,23
2018/4/8,22.9
2018/4/8,22.2
2018/4/8,21.4
2018/4/8,20.6
2018/4/8,20.2
2018/4/8,19.8
2018/4/8,19.4
2018/4/8,18.9
2018/4/8,18.5
2018/4/9,18.1
2018/4/9,17.8
2018/4/9,17.1
2018/4/9,17.1
2018/4/9,17.2
2018/4/9,17.3
2018/4/9,17.8
2018/4/9,19.6
2018/4/9,20.8
2018/4/9,22.1
2018/4/9,23.5
2018/4/9,24.2
2018/4/9,24.7
2018/4/9,24.3
2018/4/9,24.1
2018/4/9,23.5
2018/4/9,22.7
2018/4/9,21.8
2018/4/9,21.3
2018/4/9,21
2018/4/9,20.5
2018/4/9,20.4
2018/4/9,20.1
2018/4/9,19.9
2018/4/10,19.9
2018/4/10,19.5
2018/4/10,19.8
2018/4/10,19.7
2018/4/10,19.8
2018/4/10,19.5
2018/4/10,19.8
2018/4/10,21.6
2018/4/10,23
2018/4/10,24.4
2018/4/10,25.8
2018/4/10,26.7
2018/4/10,26.7
2018/4/10,26.8
2018/4/10,27
2018/4/10,27.1
2018/4/10,26.8
2018/4/10,25.9
2018/4/10,25.2
2018/4/10,24.3
2018/4/10,24.1
2018/4/10,24
2018/4/10,23.8
2018/4/10,23.4
2018/4/11,23.2
2018/4/11,23
2018/4/11,22.8
2018/4/11,23.1
2018/4/11,23.2
2018/4/11,22.7
2018/4/11,23.1
2018/4/11,25.3
2018/4/11,26.1
2018/4/11,27.3
2018/4/11,28.6
2018/4/11,28.6
2018/4/11,27.9
2018/4/11,27.9
2018/4/11,28
2018/4/11,28
2018/4/11,26.9
2018/4/11,26.1
2018/4/11,25.7
2018/4/11,25.6
2018/4/11,25.7
2018/4/11,25.4
2018/4/11,25.5
2018/4/11,25.5
2018/4/12,25.5
2018/4/12,25.5
2018/4/12,25.7
2018/4/12,25.8
2018/4/12,25.7
2018/4/12,25.5
2018/4/12,25.7
2018/4/12,26.2
2018/4/12,27.5
2018/4/12,27.6
2018/4/12,26.5
2018/4/12,27.4
2018/4/12,28
2018/4/12,28.5
2018/4/12,28.8
2018/4/12,29.2
2018/4/12,29.2
2018/4/12,29.3
2018/4/12,28.3
2018/4/12,27.6
2018/4/12,27.2
2018/4/12,26.7
2018/4/12,26.2
2018/4/12,26
2018/4/13,25.4
2018/4/13,25.2
2018/4/13,25.2
2018/4/13,25.1
2018/4/13,24.7
2018/4/13,24.5
2018/4/13,24.9
2018/4/13,25.7
2018/4/13,26.9
2018/4/13,27.4
2018/4/13,28.6
2018/4/13,29.2
2018/4/13,29.4
2018/4/13,29
2018/4/13,29.1
2018/4/13,29.1
2018/4/13,27.7
2018/4/13,27
2018/4/13,26.9
2018/4/13,26.6
2018/4/13,26.7
2018/4/13,26.6
2018/4/13,26.6
2018/4/13,26.5
2018/4/14,26.4
2018/4/14,26.3
2018/4/14,26.3
2018/4/14,26.5
2018/4/14,26.5
2018/4/14,26.5
2018/4/14,26.5
2018/4/14,26.8
2018/4/14,28
2018/4/14,28.9
2018/4/14,29.7
2018/4/14,29.5
2018/4/14,29.2
2018/4/14,29.3
2018/4/14,29.3
2018/4/14,28.4
2018/4/14,28.4
2018/4/14,27.4
2018/4/14,27.2
2018/4/14,26.8
2018/4/14,26.7
2018/4/14,26.7
2018/4/14,26.8
2018/4/14,26.4
2018/4/15,26.2
2018/4/15,26.2
2018/4/15,26.3
2018/4/15,25.9
2018/4/15,23.6
2018/4/15,22.1
2018/4/15,21.2
2018/4/15,20.6
2018/4/15,20.7
2018/4/15,20.2
2018/4/15,21.8
2018/4/15,23.2
2018/4/15,23.8
2018/4/15,23.6
2018/4/15,23.7
2018/4/15,23.2
2018/4/15,22
2018/4/15,20.7
2018/4/15,19.6
2018/4/15,19.1
2018/4/15,18.4
2018/4/15,18
2018/4/15,18.3
2018/4/15,18.2
2018/4/16,18.2
2018/4/16,18.3
2018/4/16,17.4
2018/4/16,17.4
2018/4/16,17.1
2018/4/16,16.9
2018/4/16,17.3
2018/4/16,18.2
2018/4/16,19.5
2018/4/16,20.6
2018/4/16,22
2018/4/16,23.2
2018/4/16,24.1
2018/4/16,24.6
2018/4/16,23.6
2018/4/16,22.6
2018/4/16,22.2
2018/4/16,21.6
2018/4/16,20.7
2018/4/16,19.8
2018/4/16,19
2018/4/16,18.5
2018/4/16,17.2
2018/4/16,17
2018/4/17,17.1
2018/4/17,17.2
2018/4/17,17.3
2018/4/17,17.4
2018/4/17,17.5
2018/4/17,17.3
2018/4/17,17.2
2018/4/17,17.1
2018/4/17,17.8
2018/4/17,18.6
2018/4/17,18.9
2018/4/17,19.4
2018/4/17,20
2018/4/17,21.3
2018/4/17,22
2018/4/17,21.8
2018/4/17,21.3
2018/4/17,20
2018/4/17,18.7
2018/4/17,18
2018/4/17,17.6
2018/4/17,17.3
2018/4/17,16.9
2018/4/17,16.8
2018/4/18,17.1
2018/4/18,17.5
2018/4/18,16.4
2018/4/18,16.4
2018/4/18,16.4
2018/4/18,16.1
2018/4/18,16.4
2018/4/18,18
2018/4/18,19.9
2018/4/18,21.6
